Date,Price,Open,High,Low,Vol.,Change %
"Mar 22, 2019",453.72,454.15,457.71,451.17,270K,0.0%
"Mar 25, 2019",451.35,451.4,454.22,447.0,69K,-0.52%
"Mar 26, 2019",458.57,459.28,462.09,457.61,103K,1.59%
"Mar 27, 2019",470.52,469.62,474.1,467.7,109K,2.57%
"Mar 28, 2019",459.65,459.46,462.16,458.13,204K,-2.34%
"Mar 29, 2019",453.9,454.12,456.65,453.02,102K,-1.26%
"Apr 01, 2019",462.12,461.23,462.88,457.79,255K,1.79%
"Apr 02, 2019",466.26,467.07,470.62,463.74,171K,0.89%
"Apr 03, 2019",469.35,469.96,472.67,465.46,172K,0.66%
"Apr 04, 2019",474.19,473.65,475.32,469.74,250K,1.03%
"Apr 05, 2019",475.06,474.74,476.58,472.97,434K,0.18%
"Apr 08, 2019",478.51,478.85,479.01,474.22,392K,0.72%
"Apr 09, 2019",476.58,476.27,478.19,473.92,447K,-0.41%
"Apr 10, 2019",475.3,475.97,477.13,471.39,495K,-0.27%
"Apr 11, 2019",474.9,474.42,478.29,471.0,54K,-0.08%
"Apr 12, 2019",472.44,473.04,474.93,469.93,361K,-0.52%
"Apr 15, 2019",475.78,475.72,479.87,473.4,103K,0.71%
"Apr 16, 2019",478.01,477.92,478.86,473.24,471K,0.47%
"Apr 17, 2019",465.92,465.3,469.35,463.36,152K,-2.56%
"Apr 18, 2019",464.82,465.72,468.95,462.98,207K,-0.23%
"Apr 19, 2019",465.19,464.9,467.42,463.38,490K,0.08%
"Apr 22, 2019",475.5,474.94,477.21,474.38,440K,2.19%
"Apr 23, 2019",473.83,472.95,476.21,472.91,71K,-0.35%
"Apr 24, 2019",474.71,474.7,478.56,472.63,71K,0.19%
"Apr 25, 2019",474.44,473.55,478.84,471.75,418K,-0.06%
"Apr 26, 2019",483.54,483.46,484.31,479.6,81K,1.9%
"Apr 29, 2019",475.76,476.53,478.5,471.55,433K,-1.62%
"Apr 30, 2019",470.8,470.79,473.98,468.67,466K,-1.05%
"May 01, 2019",465.45,464.6,465.99,464.76,60K,-1.14%
"May 02, 2019",465.77,465.33,467.0,462.28,149K,0.07%
"May 03, 2019",456.36,455.54,457.07,452.21,60K,-2.04%
"May 06, 2019",466.05,466.76,467.73,463.17,82K,2.1%
"May 07, 2019",469.0,468.52,470.34,464.32,290K,0.63%
"May 08, 2019",473.1,472.28,475.65,470.73,378K,0.87%
"May 09, 2019",487.48,488.38,490.84,482.82,265K,2.99%
"May 10, 2019",485.38,485.35,489.54,484.59,223K,-0.43%
"May 13, 2019",491.47,491.29,493.31,490.41,143K,1.25%
"May 14, 2019",495.74,496.59,496.46,491.3,156K,0.87%
"May 15, 2019",506.8,506.86,507.32,502.4,312K,2.21%
"May 16, 2019",511.98,511.53,516.38,511.25,435K,1.02%
"May 17, 2019",508.6,509.19,513.13,507.24,232K,-0.66%
"May 20, 2019",511.88,511.42,512.86,511.1,472K,0.64%
"May 21, 2019",507.52,507.41,508.08,503.98,73K,-0.86%
"May 22, 2019",504.47,505.08,508.6,499.93,423K,-0.6%
"May 23, 2019",504.62,505.49,508.04,502.37,202K,0.03%
"May 24, 2019",503.56,503.78,506.59,502.91,440K,-0.21%
"May 27, 2019",497.55,497.56,500.43,493.16,463K,-1.2%
"May 28, 2019",482.23,481.41,486.07,480.96,365K,-3.13%
"May 29, 2019",484.48,484.71,486.24,481.2,209K,0.47%
"May 30, 2019",487.22,486.88,489.42,482.86,255K,0.56%
"May 31, 2019",489.95,489.98,490.79,487.08,298K,0.56%
"Jun 03, 2019",503.46,503.95,506.52,500.64,257K,2.72%
"Jun 04, 2019",492.99,493.27,497.75,488.1,406K,-2.1%
"Jun 05, 2019",504.08,503.27,505.87,501.19,397K,2.22%
"Jun 06, 2019",522.24,522.02,527.13,520.06,55K,3.54%
"Jun 07, 2019",535.56,534.92,539.61,533.89,118K,2.52%
"Jun 10, 2019",533.21,532.47,534.87,528.36,213K,-0.44%
"Jun 11, 2019",536.88,536.27,540.62,535.74,352K,0.68%
"Jun 12, 2019",531.38,532.27,533.66,526.86,153K,-1.03%
"Jun 13, 2019",526.63,527.08,527.74,524.49,195K,-0.9%
"Jun 14, 2019",539.76,540.64,540.75,537.05,257K,2.46%
"Jun 17, 2019",545.34,545.36,545.97,544.21,315K,1.03%
"Jun 18, 2019",551.45,550.35,555.96,546.13,455K,1.11%
"Jun 19, 2019",543.12,542.11,547.99,538.63,412K,-1.52%
"Jun 20, 2019",532.3,531.54,535.15,527.56,211K,-2.01%
"Jun 21, 2019",540.49,541.1,543.56,536.68,395K,1.53%
"Jun 24, 2019",543.96,543.31,547.89,540.18,424K,0.64%
"Jun 25, 2019",541.97,541.1,545.93,536.98,285K,-0.37%
"Jun 26, 2019",555.58,556.38,557.76,552.6,183K,2.48%
"Jun 27, 2019",560.49,559.88,561.86,555.47,474K,0.88%
"Jun 28, 2019",554.14,554.14,556.84,548.97,483K,-1.14%
"Jul 01, 2019",539.58,539.23,543.5,534.34,151K,-2.66%
"Jul 02, 2019",544.39,545.25,548.87,543.49,403K,0.89%
"Jul 03, 2019",541.09,541.53,542.07,537.61,68K,-0.61%
"Jul 04, 2019",540.31,540.21,543.71,536.29,51K,-0.14%
"Jul 05, 2019",538.91,539.69,539.71,535.86,208K,-0.26%
"Jul 08, 2019",550.08,550.58,554.72,545.36,258K,2.05%
"Jul 09, 2019",556.89,557.58,560.79,553.36,295K,1.23%
"Jul 10, 2019",556.42,557.48,560.46,551.81,220K,-0.08%
"Jul 11, 2019",555.74,555.08,560.1,551.7,107K,-0.12%
"Jul 12, 2019",558.26,557.6,561.31,557.32,205K,0.45%
"Jul 15, 2019",568.95,569.07,571.04,564.02,419K,1.9%
"Jul 16, 2019",569.89,569.97,574.49,566.62,201K,0.17%
"Jul 17, 2019",565.61,566.44,570.13,563.32,316K,-0.75%
"Jul 18, 2019",556.43,555.66,557.66,555.46,356K,-1.64%
"Jul 19, 2019",556.04,555.87,561.11,555.1,379K,-0.07%
"Jul 22, 2019",547.06,547.12,548.7,542.81,269K,-1.63%
"Jul 23, 2019",549.96,549.88,552.02,549.12,106K,0.53%
"Jul 24, 2019",553.73,552.77,555.36,549.85,455K,0.68%
"Jul 25, 2019",563.32,562.53,568.78,562.23,167K,1.72%
"Jul 26, 2019",561.95,561.17,564.03,556.81,202K,-0.24%
"Jul 29, 2019",570.42,570.64,575.98,565.73,398K,1.5%
"Jul 30, 2019",583.73,583.56,587.66,578.3,393K,2.31%
"Jul 31, 2019",584.62,583.87,586.14,580.35,453K,0.15%
"Aug 01, 2019",603.51,604.08,607.12,602.22,65K,3.18%
"Aug 02, 2019",616.08,616.83,621.59,610.8,443K,2.06%
"Aug 05, 2019",612.26,611.55,615.97,607.38,406K,-0.62%
"Aug 06, 2019",638.35,638.92,639.75,633.21,286K,4.17%
"Aug 07, 2019",638.06,636.95,640.35,633.26,121K,-0.04%
"Aug 08, 2019",651.01,651.94,652.98,644.61,295K,2.01%
"Aug 09, 2019",657.1,658.31,658.5,653.03,137K,0.93%
"Aug 12, 2019",660.22,659.31,662.83,659.42,484K,0.47%
"Aug 13, 2019",672.77,673.54,677.44,668.75,368K,1.88%
"Aug 14, 2019",674.53,673.44,677.53,672.72,318K,0.26%
"Aug 15, 2019",674.14,675.39,677.51,670.87,416K,-0.06%
"Aug 16, 2019",674.05,673.92,676.66,667.39,289K,-0.01%
"Aug 19, 2019",663.67,663.76,670.27,660.53,77K,-1.55%
"Aug 20, 2019",673.99,674.7,678.22,672.99,166K,1.54%
"Aug 21, 2019",668.13,667.46,673.81,664.78,491K,-0.87%
"Aug 22, 2019",670.43,670.16,673.76,666.91,432K,0.34%
"Aug 23, 2019",670.96,669.8,672.65,668.29,467K,0.08%
"Aug 26, 2019",677.02,677.33,682.86,675.56,94K,0.9%
"Aug 27, 2019",677.24,678.05,682.57,673.91,161K,0.03%
"Aug 28, 2019",675.04,675.99,677.72,670.76,78K,-0.33%
"Aug 29, 2019",679.31,679.41,683.69,672.74,419K,0.63%
"Aug 30, 2019",682.78,683.51,684.04,676.64,128K,0.51%
"Sep 02, 2019",673.05,672.1,673.88,670.24,234K,-1.44%
"Sep 03, 2019",672.35,673.0,677.96,669.37,171K,-0.1%
"Sep 04, 2019",684.75,683.39,691.24,679.38,468K,1.83%
"Sep 05, 2019",709.07,708.21,711.98,706.57,323K,3.49%
"Sep 06, 2019",692.67,693.04,697.09,687.48,409K,-2.34%
"Sep 09, 2019",701.09,700.59,706.32,696.0,320K,1.21%
"Sep 10, 2019",702.48,702.23,707.9,695.84,325K,0.2%
"Sep 11, 2019",697.03,697.94,700.75,693.51,222K,-0.78%
"Sep 12, 2019",693.21,693.41,697.73,688.08,157K,-0.55%
"Sep 13, 2019",684.5,684.22,689.23,682.7,206K,-1.27%
"Sep 16, 2019",671.9,671.81,673.2,670.03,182K,-1.86%
"Sep 17, 2019",675.87,676.82,680.47,669.9,361K,0.59%
"Sep 18, 2019",693.31,693.27,697.19,687.37,240K,2.55%
"Sep 19, 2019",697.09,698.13,700.16,692.13,297K,0.54%
"Sep 20, 2019",699.11,698.4,701.46,695.78,396K,0.29%
"Sep 23, 2019",693.38,693.48,698.06,688.59,169K,-0.82%
"Sep 24, 2019",684.75,684.39,686.46,680.06,240K,-1.25%
"Sep 25, 2019",685.3,685.55,690.99,679.31,283K,0.08%
"Sep 26, 2019",675.84,676.04,677.56,671.12,74K,-1.39%
"Sep 27, 2019",686.89,687.09,692.35,682.93,118K,1.62%
"Sep 30, 2019",681.7,681.77,687.4,680.92,78K,-0.76%
"Oct 01, 2019",674.03,673.91,680.41,672.38,388K,-1.13%
"Oct 02, 2019",695.96,697.1,699.56,693.97,184K,3.2%
"Oct 03, 2019",709.08,708.43,710.2,705.57,240K,1.87%
"Oct 04, 2019",697.67,697.48,702.62,692.95,352K,-1.62%
"Oct 07, 2019",689.45,688.65,691.89,687.87,484K,-1.19%
"Oct 08, 2019",687.91,687.45,689.18,683.19,414K,-0.22%
"Oct 09, 2019",686.71,686.02,692.68,683.51,76K,-0.18%
"Oct 10, 2019",682.65,683.12,684.19,677.41,187K,-0.59%
"Oct 11, 2019",695.9,696.48,699.76,693.8,72K,1.92%
"Oct 14, 2019",698.3,697.68,703.95,694.55,77K,0.34%
"Oct 15, 2019",698.29,699.64,700.24,696.93,107K,-0.0%
"Oct 16, 2019",692.72,692.12,699.0,689.34,194K,-0.8%
"Oct 17, 2019",682.93,683.83,685.65,677.11,154K,-1.42%
"Oct 18, 2019",677.33,676.76,680.42,676.61,208K,-0.82%
"Oct 21, 2019",669.41,669.17,670.87,665.74,419K,-1.18%
"Oct 22, 2019",658.04,658.47,662.51,652.94,408K,-1.71%
"Oct 23, 2019",668.38,668.53,672.03,663.68,207K,1.56%
"Oct 24, 2019",677.48,677.49,684.09,671.44,346K,1.35%
"Oct 25, 2019",674.27,675.06,679.18,667.98,217K,-0.47%
"Oct 28, 2019",687.17,687.74,692.55,683.08,223K,1.89%
"Oct 29, 2019",693.22,694.37,695.15,692.22,354K,0.88%
"Oct 30, 2019",683.15,682.42,688.22,677.08,222K,-1.46%
"Oct 31, 2019",669.68,668.39,673.71,668.43,297K,-1.99%
"Nov 01, 2019",672.9,674.24,676.01,670.99,101K,0.48%
"Nov 04, 2019",677.73,677.15,683.18,675.87,292K,0.72%
"Nov 05, 2019",665.91,664.69,672.44,663.51,383K,-1.76%
"Nov 06, 2019",661.36,660.69,662.58,658.27,449K,-0.69%
"Nov 07, 2019",669.64,670.09,675.06,663.68,116K,1.24%
"Nov 08, 2019",684.87,685.11,691.22,681.57,234K,2.25%
"Nov 11, 2019",686.03,685.22,688.66,681.34,268K,0.17%
"Nov 12, 2019",686.91,686.05,689.84,680.69,457K,0.13%
"Nov 13, 2019",682.93,682.77,688.49,681.04,165K,-0.58%
"Nov 14, 2019",697.64,696.29,704.33,694.1,124K,2.13%
"Nov 15, 2019",703.45,702.05,710.09,701.13,113K,0.83%
"Nov 18, 2019",695.56,695.88,696.6,691.6,119K,-1.13%
"Nov 19, 2019",703.57,703.08,709.79,700.03,441K,1.14%
"Nov 20, 2019",697.05,695.72,701.42,694.54,328K,-0.93%
"Nov 21, 2019",688.16,688.05,691.46,682.81,239K,-1.28%
"Nov 22, 2019",684.21,685.4,690.1,682.58,440K,-0.58%
"Nov 25, 2019",676.36,675.69,681.9,672.15,184K,-1.15%
"Nov 26, 2019",668.18,667.51,671.91,665.76,467K,-1.22%
"Nov 27, 2019",655.54,655.46,658.62,650.91,391K,-1.91%
"Nov 28, 2019",649.49,648.57,652.9,647.1,59K,-0.93%
"Nov 29, 2019",644.98,645.34,647.47,638.78,258K,-0.7%
"Dec 02, 2019",633.21,634.07,637.72,632.17,429K,-1.84%
"Dec 03, 2019",638.34,637.56,644.1,636.47,228K,0.81%
"Dec 04, 2019",623.05,623.45,625.08,620.55,494K,-2.42%
"Dec 05, 2019",620.05,621.01,625.28,615.66,430K,-0.48%
"Dec 06, 2019",626.13,627.14,628.79,624.62,388K,0.98%
"Dec 09, 2019",636.45,636.58,637.84,634.48,110K,1.64%
"Dec 10, 2019",631.66,630.79,632.53,627.92,98K,-0.75%
"Dec 11, 2019",641.01,641.42,644.42,635.74,338K,1.47%
"Dec 12, 2019",638.04,638.64,641.94,632.67,347K,-0.46%
"Dec 13, 2019",658.83,659.5,659.53,655.14,116K,3.21%
"Dec 16, 2019",645.83,646.95,650.27,643.92,434K,-1.99%
"Dec 17, 2019",637.11,637.4,640.72,634.83,443K,-1.36%
"Dec 18, 2019",638.86,638.78,645.24,635.31,237K,0.28%
"Dec 19, 2019",628.0,628.0,629.21,622.87,323K,-1.72%
"Dec 20, 2019",622.11,621.67,626.68,617.23,279K,-0.94%
"Dec 23, 2019",626.38,625.27,628.23,620.44,66K,0.68%
"Dec 24, 2019",628.38,628.92,630.17,623.09,90K,0.32%
"Dec 25, 2019",628.38,627.17,629.11,622.17,400K,0.0%
"Dec 26, 2019",628.48,627.38,629.14,626.01,269K,0.02%
"Dec 27, 2019",607.49,607.09,609.12,604.64,324K,-3.4%
"Dec 30, 2019",609.06,610.11,610.64,608.39,325K,0.26%
"Dec 31, 2019",603.97,603.93,604.57,602.07,220K,-0.84%
"Jan 01, 2020",601.15,600.46,605.63,596.47,63K,-0.47%
"Jan 02, 2020",588.21,589.14,591.46,586.07,404K,-2.18%
"Jan 03, 2020",594.08,594.25,596.79,588.2,260K,0.99%
"Jan 06, 2020",598.98,598.67,600.14,598.31,112K,0.82%
"Jan 07, 2020",589.59,590.1,591.95,586.95,59K,-1.58%
"Jan 08, 2020",591.37,591.23,594.46,586.09,57K,0.3%
"Jan 09, 2020",605.46,606.02,611.5,602.12,65K,2.36%
"Jan 10, 2020",606.95,606.27,610.35,606.02,119K,0.25%
"Jan 13, 2020",590.37,589.54,591.06,588.98,154K,-2.77%
"Jan 14, 2020",585.97,585.87,587.65,581.68,161K,-0.75%
"Jan 15, 2020",587.3,586.88,589.76,583.52,334K,0.23%
"Jan 16, 2020",605.26,605.52,608.35,603.86,158K,3.01%
"Jan 17, 2020",595.4,596.09,599.61,594.27,353K,-1.64%
"Jan 20, 2020",594.47,595.43,598.23,593.42,420K,-0.16%
"Jan 21, 2020",585.95,586.56,589.22,585.09,223K,-1.44%
"Jan 22, 2020",593.5,593.12,598.57,590.24,373K,1.28%
"Jan 23, 2020",590.76,591.3,592.39,589.43,96K,-0.46%
"Jan 24, 2020",568.88,568.95,569.85,564.97,197K,-3.77%
"Jan 27, 2020",566.04,566.96,570.87,564.65,357K,-0.5%
"Jan 28, 2020",565.43,565.9,568.35,561.55,469K,-0.11%
"Jan 29, 2020",568.8,568.0,572.2,566.22,326K,0.59%
"Jan 30, 2020",570.53,569.57,575.4,567.23,213K,0.3%
"Jan 31, 2020",576.09,576.19,581.57,574.96,191K,0.97%
"Feb 03, 2020",575.39,575.07,578.82,569.98,226K,-0.12%
"Feb 04, 2020",576.36,575.59,581.15,575.51,343K,0.17%
"Feb 05, 2020",576.74,577.43,580.15,573.37,197K,0.07%
"Feb 06, 2020",573.69,573.4,574.43,570.44,261K,-0.53%
"Feb 07, 2020",578.56,577.6,584.11,577.08,391K,0.85%
"Feb 10, 2020",585.75,585.19,590.65,583.4,157K,1.24%
"Feb 11, 2020",585.68,586.1,590.24,584.85,372K,-0.01%
"Feb 12, 2020",581.96,582.3,584.85,579.0,392K,-0.64%
"Feb 13, 2020",573.49,572.95,578.93,570.64,438K,-1.47%
"Feb 14, 2020",576.64,576.27,579.75,575.91,60K,0.55%
"Feb 17, 2020",568.88,567.85,573.13,567.93,101K,-1.35%
"Feb 18, 2020",570.43,571.47,571.52,565.8,479K,0.27%
"Feb 19, 2020",571.77,571.37,573.46,567.63,106K,0.23%
"Feb 20, 2020",580.66,581.66,583.46,578.12,269K,1.54%
"Feb 21, 2020",592.34,593.09,596.04,591.43,125K,1.99%
"Feb 24, 2020",567.96,567.59,572.65,565.16,415K,-4.2%
"Feb 25, 2020",566.65,567.09,568.44,564.72,93K,-0.23%
"Feb 26, 2020",550.5,550.44,554.88,545.46,88K,-2.89%
"Feb 27, 2020",559.8,560.87,564.85,556.84,277K,1.68%
"Feb 28, 2020",559.9,560.21,564.58,555.04,157K,0.02%
"Mar 02, 2020",565.15,565.2,568.89,560.83,347K,0.93%
"Mar 03, 2020",563.37,563.68,568.04,558.58,358K,-0.32%
"Mar 04, 2020",549.79,549.17,554.68,545.11,313K,-2.44%
"Mar 05, 2020",538.83,538.41,542.06,538.25,425K,-2.01%
"Mar 06, 2020",534.66,535.12,539.1,530.75,363K,-0.78%
"Mar 09, 2020",537.17,536.27,539.74,534.53,134K,0.47%
"Mar 10, 2020",534.36,533.94,537.41,529.12,85K,-0.52%
"Mar 11, 2020",532.92,533.17,533.7,531.46,386K,-0.27%
"Mar 12, 2020",529.38,530.42,534.11,527.32,383K,-0.67%
"Mar 13, 2020",534.48,535.39,535.69,530.24,432K,0.96%
"Mar 16, 2020",531.99,532.69,533.84,526.84,141K,-0.47%
"Mar 17, 2020",529.9,529.9,531.95,525.91,150K,-0.39%
"Mar 18, 2020",529.75,530.4,530.83,527.45,309K,-0.03%
"Mar 19, 2020",524.55,524.67,529.42,519.37,120K,-0.99%
"Mar 20, 2020",518.95,518.87,524.0,514.12,183K,-1.07%
"Mar 23, 2020",521.01,520.43,525.58,517.72,415K,0.39%
"Mar 24, 2020",523.47,524.42,525.63,519.07,200K,0.47%
"Mar 25, 2020",528.25,528.45,529.04,525.97,55K,0.91%
"Mar 26, 2020",525.19,525.56,526.58,520.76,342K,-0.58%
"Mar 27, 2020",522.77,522.01,526.92,522.21,131K,-0.46%
"Mar 30, 2020",517.03,516.88,518.87,513.88,138K,-1.1%
"Mar 31, 2020",519.27,520.24,523.97,514.77,57K,0.43%
"Apr 01, 2020",508.69,509.21,513.02,503.94,310K,-2.06%
"Apr 02, 2020",508.53,509.31,510.13,505.37,302K,-0.03%
"Apr 03, 2020",511.2,510.99,514.9,509.81,93K,0.52%
"Apr 06, 2020",509.6,508.72,512.14,506.52,72K,-0.31%
"Apr 07, 2020",510.18,509.88,511.68,505.73,270K,0.11%
"Apr 08, 2020",506.1,505.85,509.3,503.27,401K,-0.8%
"Apr 09, 2020",490.04,489.65,494.22,486.63,479K,-3.23%
"Apr 10, 2020",482.78,482.83,487.29,480.13,83K,-1.49%
"Apr 13, 2020",480.92,480.33,481.66,477.81,368K,-0.38%
"Apr 14, 2020",474.86,475.69,477.12,472.88,136K,-1.27%
"Apr 15, 2020",475.3,476.08,478.36,473.99,65K,0.09%
"Apr 16, 2020",464.09,463.65,465.96,463.15,200K,-2.39%
"Apr 17, 2020",450.1,450.37,451.83,448.6,308K,-3.06%
"Apr 20, 2020",451.79,451.79,455.38,448.71,320K,0.37%
"Apr 21, 2020",447.65,447.2,451.25,444.98,72K,-0.92%
"Apr 22, 2020",448.65,449.36,452.04,446.75,467K,0.22%
"Apr 23, 2020",442.89,442.41,446.91,439.34,74K,-1.29%
"Apr 24, 2020",445.05,445.27,447.47,443.41,147K,0.49%
"Apr 27, 2020",450.84,450.55,454.49,448.97,244K,1.29%
"Apr 28, 2020",457.94,458.54,458.45,456.07,475K,1.56%
"Apr 29, 2020",451.51,451.73,455.98,448.35,496K,-1.41%
"Apr 30, 2020",446.57,447.16,450.71,444.52,50K,-1.1%
"May 01, 2020",446.57,446.29,450.39,442.9,151K,0.0%
"May 04, 2020",455.95,455.06,458.82,452.17,275K,2.08%
"May 05, 2020",445.65,445.15,448.28,444.28,362K,-2.28%
"May 06, 2020",435.57,436.11,436.59,432.7,345K,-2.29%
"May 07, 2020",438.42,438.1,439.07,436.19,163K,0.65%
"May 08, 2020",431.19,430.88,432.61,428.01,138K,-1.66%
"May 11, 2020",432.98,432.89,434.0,429.57,56K,0.41%
"May 12, 2020",428.15,427.76,430.74,426.87,429K,-1.12%
"May 13, 2020",427.92,428.45,429.63,426.7,220K,-0.05%
"May 14, 2020",421.93,421.63,423.83,420.89,438K,-1.41%
"May 15, 2020",414.52,414.69,415.03,413.56,195K,-1.77%
"May 18, 2020",414.09,414.01,416.55,411.48,390K,-0.1%
"May 19, 2020",404.16,403.82,406.95,403.06,81K,-2.43%
"May 20, 2020",404.28,403.9,405.9,401.49,415K,0.03%
"May 21, 2020",402.23,402.23,403.11,398.4,450K,-0.51%
"May 22, 2020",392.72,392.27,395.6,391.23,169K,-2.39%
"May 25, 2020",393.23,392.99,394.08,390.0,113K,0.13%
"May 26, 2020",393.5,392.77,396.78,391.16,138K,0.07%
"May 27, 2020",379.98,380.42,382.23,376.74,440K,-3.5%
"May 28, 2020",378.61,377.92,379.8,376.16,178K,-0.36%
"May 29, 2020",376.96,377.52,380.38,376.19,154K,-0.44%
"Jun 01, 2020",377.63,376.95,378.49,375.94,490K,0.18%
"Jun 02, 2020",368.32,368.84,370.68,365.13,351K,-2.5%
"Jun 03, 2020",370.34,370.55,372.77,369.05,424K,0.55%
"Jun 04, 2020",373.19,373.2,373.69,372.31,386K,0.77%
"Jun 05, 2020",368.51,367.98,370.9,365.38,218K,-1.26%
"Jun 08, 2020",361.54,361.19,364.16,360.35,438K,-1.91%
"Jun 09, 2020",356.8,357.07,360.08,354.99,314K,-1.32%
"Jun 10, 2020",357.62,357.64,360.26,355.99,345K,0.23%
"Jun 11, 2020",351.65,351.67,353.54,351.11,196K,-1.68%
"Jun 12, 2020",345.22,344.72,348.22,341.88,491K,-1.85%
"Jun 15, 2020",355.7,355.66,357.19,354.18,434K,2.99%
"Jun 16, 2020",355.85,355.98,358.94,352.55,116K,0.04%
"Jun 17, 2020",354.48,353.94,357.53,353.45,141K,-0.39%
"Jun 18, 2020",351.34,352.01,353.6,350.66,386K,-0.89%
"Jun 19, 2020",349.44,349.9,350.88,346.22,61K,-0.54%
"Jun 22, 2020",358.55,358.29,360.81,355.05,200K,2.57%
"Jun 23, 2020",362.85,362.94,366.17,362.34,289K,1.19%
"Jun 24, 2020",375.37,375.46,377.89,374.74,142K,3.39%
"Jun 25, 2020",377.62,377.03,380.85,376.99,442K,0.6%
"Jun 26, 2020",372.79,372.69,374.32,372.21,450K,-1.29%
"Jun 29, 2020",374.39,373.95,375.75,372.33,480K,0.43%
"Jun 30, 2020",377.47,377.22,378.71,377.01,115K,0.82%
"Jul 01, 2020",380.92,381.59,382.98,380.17,85K,0.91%
"Jul 02, 2020",378.75,378.83,380.61,375.3,300K,-0.57%
"Jul 03, 2020",388.64,387.96,392.01,387.59,406K,2.58%
"Jul 06, 2020",381.98,382.24,382.75,380.61,180K,-1.73%
