Date,Price,Open,High,Low,Vol.,Change %
"Apr 25, 2019",406.32,406.1,409.58,404.33,198K,1.85%
"Apr 26, 2019",404.13,403.67,404.59,401.0,68K,-0.54%
"Apr 29, 2019",400.55,401.33,403.9,399.84,273K,-0.89%
"Apr 30, 2019",398.46,398.39,399.0,395.43,295K,-0.52%
"May 01, 2019",403.18,403.49,406.82,402.4,125K,1.18%
"May 02, 2019",405.1,404.52,409.12,401.43,392K,0.47%
"May 03, 2019",402.86,402.83,404.33,401.21,493K,-0.56%
"May 06, 2019",405.67,404.9,406.84,404.93,475K,0.7%
"May 07, 2019",406.47,406.48,409.67,403.02,138K,0.2%
"May 08, 2019",411.55,412.31,412.9,411.02,443K,1.24%
"May 09, 2019",408.42,408.23,412.01,406.0,367K,-0.76%
"May 10, 2019",407.15,406.4,407.93,406.54,254K,-0.31%
"May 13, 2019",405.56,404.8,406.43,403.97,293K,-0.39%
"May 14, 2019",398.82,398.64,402.73,395.91,432K,-1.68%
"May 15, 2019",400.56,400.01,403.39,397.23,266K,0.44%
"May 16, 2019",402.14,401.37,405.6,399.21,217K,0.39%
"May 17, 2019",402.48,402.9,404.06,398.8,271K,0.09%
"May 20, 2019",401.67,401.61,404.52,398.18,310K,-0.2%
"May 21, 2019",395.22,394.89,397.73,391.64,135K,-1.62%
"May 22, 2019",393.55,394.18,396.08,391.11,455K,-0.42%
"May 23, 2019",392.25,391.65,395.05,391.13,353K,-0.33%
"May 24, 2019",388.8,389.51,391.2,385.41,334K,-0.88%
"May 27, 2019",388.36,388.07,390.25,384.93,94K,-0.11%
"May 28, 2019",390.56,391.17,391.92,388.92,321K,0.56%
"May 29, 2019",399.82,399.98,402.99,396.53,104K,2.34%
"May 30, 2019",400.98,401.5,402.2,397.32,85K,0.29%
"May 31, 2019",402.54,403.32,405.45,399.12,287K,0.39%
"Jun 03, 2019",402.5,402.16,403.75,401.83,231K,-0.01%
"Jun 04, 2019",393.66,394.38,396.27,392.63,314K,-2.22%
"Jun 05, 2019",393.85,393.67,396.89,391.16,90K,0.05%
"Jun 06, 2019",394.45,394.27,395.62,392.83,243K,0.15%
"Jun 07, 2019",406.61,406.35,407.23,404.51,128K,3.04%
"Jun 10, 2019",405.99,406.06,406.88,404.41,494K,-0.15%
"Jun 11, 2019",407.79,407.23,410.42,406.22,302K,0.44%
"Jun 12, 2019",407.95,408.04,411.47,406.18,359K,0.04%
"Jun 13, 2019",402.59,402.66,403.15,399.53,196K,-1.32%
"Jun 14, 2019",408.47,408.9,411.58,404.53,92K,1.45%
"Jun 17, 2019",412.51,413.06,414.19,410.07,489K,0.98%
"Jun 18, 2019",416.77,416.67,418.99,415.95,178K,1.03%
"Jun 19, 2019",412.58,412.25,416.44,410.57,240K,-1.01%
"Jun 20, 2019",419.92,419.52,421.59,418.87,342K,1.76%
"Jun 21, 2019",413.25,412.74,415.39,412.8,61K,-1.6%
"Jun 24, 2019",416.5,415.76,416.97,412.95,414K,0.78%
"Jun 25, 2019",427.93,427.66,428.68,426.32,291K,2.71%
"Jun 26, 2019",423.22,422.83,424.62,421.55,175K,-1.11%
"Jun 27, 2019",420.69,421.47,421.21,420.19,77K,-0.6%
"Jun 28, 2019",421.53,421.62,424.34,421.05,123K,0.2%
"Jul 01, 2019",419.32,419.07,421.35,417.72,452K,-0.52%
"Jul 02, 2019",411.92,412.05,414.37,408.71,358K,-1.78%
"Jul 03, 2019",412.59,412.0,413.65,411.43,162K,0.16%
"Jul 04, 2019",407.69,407.6,409.18,404.01,79K,-1.19%
"Jul 05, 2019",410.34,410.55,413.2,409.12,360K,0.65%
"Jul 08, 2019",406.16,406.15,410.1,405.43,307K,-1.02%
"Jul 09, 2019",414.12,413.96,414.72,411.41,232K,1.94%
"Jul 10, 2019",410.58,411.39,414.28,408.8,213K,-0.86%
"Jul 11, 2019",409.32,409.94,411.85,406.81,147K,-0.31%
"Jul 12, 2019",413.67,413.87,416.18,411.16,351K,1.06%
"Jul 15, 2019",407.93,408.04,410.17,404.99,486K,-1.4%
"Jul 16, 2019",409.37,409.57,410.03,408.08,129K,0.35%
"Jul 17, 2019",416.17,415.68,416.93,415.52,318K,1.65%
"Jul 18, 2019",408.55,408.38,411.17,407.92,240K,-1.85%
"Jul 19, 2019",409.78,409.03,411.45,406.33,251K,0.3%
"Jul 22, 2019",411.39,411.35,415.2,410.52,164K,0.39%
"Jul 23, 2019",415.6,415.67,417.54,414.2,421K,1.02%
"Jul 24, 2019",409.81,409.36,410.74,406.64,268K,-1.4%
"Jul 25, 2019",403.69,404.44,406.69,399.89,294K,-1.5%
"Jul 26, 2019",406.55,407.21,408.03,403.46,187K,0.71%
"Jul 29, 2019",408.33,408.69,410.67,407.6,131K,0.44%
"Jul 30, 2019",409.88,409.94,412.87,408.12,88K,0.38%
"Jul 31, 2019",411.92,412.53,415.67,410.47,371K,0.5%
"Aug 01, 2019",408.9,408.3,412.22,405.76,138K,-0.74%
"Aug 02, 2019",410.37,410.85,413.28,408.92,360K,0.36%
"Aug 05, 2019",412.14,411.53,415.08,408.13,225K,0.43%
"Aug 06, 2019",408.95,409.43,412.84,406.25,237K,-0.78%
"Aug 07, 2019",418.55,418.17,420.08,416.72,261K,2.32%
"Aug 08, 2019",421.27,421.91,421.7,417.61,215K,0.65%
"Aug 09, 2019",415.62,416.36,417.06,414.55,95K,-1.35%
"Aug 12, 2019",419.25,418.66,420.49,415.94,189K,0.87%
"Aug 13, 2019",414.7,414.64,417.59,412.99,348K,-1.09%
"Aug 14, 2019",418.97,419.78,421.78,416.31,349K,1.02%
"Aug 15, 2019",425.18,425.15,427.88,423.21,178K,1.47%
"Aug 16, 2019",421.35,421.96,421.83,417.54,257K,-0.9%
"Aug 19, 2019",426.59,426.74,429.81,422.39,137K,1.24%
"Aug 20, 2019",429.05,428.84,430.73,428.27,144K,0.58%
"Aug 21, 2019",433.65,433.28,436.68,430.37,60K,1.07%
"Aug 22, 2019",443.99,443.46,446.66,442.83,453K,2.36%
"Aug 23, 2019",443.04,443.5,444.85,442.59,144K,-0.21%
"Aug 26, 2019",439.4,439.2,440.37,435.84,152K,-0.82%
"Aug 27, 2019",435.08,435.1,435.89,431.77,175K,-0.99%
"Aug 28, 2019",431.19,431.18,434.85,429.45,107K,-0.9%
"Aug 29, 2019",431.14,431.27,435.13,430.57,337K,-0.01%
"Aug 30, 2019",433.25,433.89,436.22,432.49,83K,0.49%
"Sep 02, 2019",435.04,435.88,435.88,432.66,110K,0.41%
"Sep 03, 2019",439.73,439.57,441.76,438.48,340K,1.07%
"Sep 04, 2019",440.15,440.73,443.48,436.29,202K,0.1%
"Sep 05, 2019",448.26,448.73,451.85,447.72,368K,1.82%
"Sep 06, 2019",447.19,447.32,448.11,446.6,300K,-0.24%
"Sep 09, 2019",462.4,463.24,462.86,458.46,165K,3.34%
"Sep 10, 2019",466.26,465.7,469.71,462.85,342K,0.83%
"Sep 11, 2019",461.86,461.13,463.8,457.65,102K,-0.95%
"Sep 12, 2019",456.32,456.97,457.82,452.88,291K,-1.21%
"Sep 13, 2019",459.34,459.23,459.85,458.12,246K,0.66%
"Sep 16, 2019",458.48,459.11,461.16,455.45,170K,-0.19%
"Sep 17, 2019",462.79,463.52,466.8,458.53,321K,0.94%
"Sep 18, 2019",465.8,464.98,470.28,462.58,442K,0.65%
"Sep 19, 2019",465.77,466.48,468.6,465.22,499K,-0.01%
"Sep 20, 2019",461.43,461.33,464.02,459.43,323K,-0.94%
"Sep 23, 2019",453.48,453.49,454.28,450.64,232K,-1.74%
"Sep 24, 2019",451.41,451.64,454.09,447.58,151K,-0.46%
"Sep 25, 2019",456.44,457.22,458.46,455.93,165K,1.11%
"Sep 26, 2019",457.98,457.1,460.94,456.79,265K,0.34%
"Sep 27, 2019",451.55,451.51,453.58,448.18,215K,-1.41%
"Sep 30, 2019",452.85,453.19,454.28,448.61,461K,0.29%
"Oct 01, 2019",455.31,455.72,456.16,450.99,215K,0.54%
"Oct 02, 2019",450.87,451.22,452.6,446.85,218K,-0.98%
"Oct 03, 2019",452.06,451.4,452.91,449.91,222K,0.26%
"Oct 04, 2019",452.74,452.38,453.91,452.0,426K,0.15%
"Oct 07, 2019",446.93,446.68,451.35,444.46,342K,-1.29%
"Oct 08, 2019",449.21,449.76,451.46,448.13,326K,0.51%
"Oct 09, 2019",452.61,452.21,455.23,449.9,200K,0.75%
"Oct 10, 2019",458.9,458.37,462.96,457.23,418K,1.38%
"Oct 11, 2019",465.11,465.96,469.74,463.52,67K,1.34%
"Oct 14, 2019",457.85,456.95,460.71,453.99,441K,-1.57%
"Oct 15, 2019",453.09,453.99,456.85,450.03,280K,-1.05%
"Oct 16, 2019",456.26,456.58,458.06,454.31,229K,0.7%
"Oct 17, 2019",459.45,460.05,461.17,455.15,273K,0.7%
"Oct 18, 2019",462.67,462.29,464.81,459.55,350K,0.7%
"Oct 21, 2019",484.95,484.01,488.37,482.43,55K,4.7%
"Oct 22, 2019",488.67,489.14,492.16,488.17,442K,0.77%
"Oct 23, 2019",495.77,496.44,497.68,492.93,251K,1.44%
"Oct 24, 2019",501.88,502.37,502.99,500.55,204K,1.22%
"Oct 25, 2019",506.23,505.5,509.61,503.13,112K,0.86%
"Oct 28, 2019",504.72,505.23,505.81,503.29,247K,-0.3%
"Oct 29, 2019",509.74,510.29,512.91,507.38,273K,0.99%
"Oct 30, 2019",505.44,505.76,509.1,504.42,231K,-0.85%
"Oct 31, 2019",504.41,504.95,508.1,501.23,355K,-0.2%
"Nov 01, 2019",501.88,502.58,505.79,499.59,239K,-0.5%
"Nov 04, 2019",502.78,503.01,507.23,500.6,482K,0.18%
"Nov 05, 2019",517.35,516.5,520.2,514.12,319K,2.86%
"Nov 06, 2019",506.3,506.27,510.13,501.89,413K,-2.16%
"Nov 07, 2019",510.89,510.03,514.25,506.21,99K,0.9%
"Nov 08, 2019",501.5,501.31,502.84,496.56,228K,-1.86%
"Nov 11, 2019",499.07,498.88,499.68,498.0,201K,-0.49%
"Nov 12, 2019",506.04,505.16,507.84,502.05,306K,1.39%
"Nov 13, 2019",506.83,506.53,509.36,502.73,437K,0.16%
"Nov 14, 2019",500.72,499.94,504.0,499.03,85K,-1.21%
"Nov 15, 2019",496.84,497.45,501.13,493.3,82K,-0.78%
"Nov 18, 2019",501.31,502.2,502.69,498.58,432K,0.9%
"Nov 19, 2019",497.33,496.48,498.39,493.08,145K,-0.8%
"Nov 20, 2019",499.02,499.93,503.85,498.34,350K,0.34%
"Nov 21, 2019",499.69,499.74,500.68,498.53,294K,0.13%
"Nov 22, 2019",496.2,495.8,498.83,495.09,424K,-0.7%
"Nov 25, 2019",509.54,508.68,512.73,506.31,106K,2.65%
"Nov 26, 2019",513.84,513.84,516.86,512.23,108K,0.84%
"Nov 27, 2019",501.9,502.5,502.8,497.54,300K,-2.35%
"Nov 28, 2019",503.43,503.85,504.19,498.44,475K,0.3%
"Nov 29, 2019",499.85,498.95,500.82,494.94,236K,-0.71%
"Dec 02, 2019",505.39,504.53,508.56,503.01,197K,1.1%
"Dec 03, 2019",501.01,500.82,503.97,498.05,323K,-0.87%
"Dec 04, 2019",500.72,500.31,502.27,498.05,468K,-0.06%
"Dec 05, 2019",504.17,503.63,507.57,499.16,426K,0.69%
"Dec 06, 2019",509.84,509.39,514.11,506.68,497K,1.12%
"Dec 09, 2019",502.95,503.56,503.64,501.17,60K,-1.36%
"Dec 10, 2019",501.34,502.2,504.09,498.32,100K,-0.32%
"Dec 11, 2019",498.89,498.7,502.48,497.19,324K,-0.49%
"Dec 12, 2019",495.39,496.19,497.01,491.47,419K,-0.7%
"Dec 13, 2019",506.4,506.04,508.31,505.04,178K,2.2%
"Dec 16, 2019",509.27,509.23,512.6,506.88,157K,0.57%
"Dec 17, 2019",502.03,501.48,506.59,497.96,404K,-1.43%
"Dec 18, 2019",507.99,508.28,512.2,504.0,75K,1.18%
"Dec 19, 2019",521.51,522.51,524.77,519.25,216K,2.63%
"Dec 20, 2019",528.44,528.66,532.44,527.1,277K,1.32%
"Dec 23, 2019",519.31,519.01,521.53,516.06,302K,-1.74%
"Dec 24, 2019",516.71,517.02,520.21,512.74,377K,-0.5%
"Dec 25, 2019",525.05,524.25,527.77,523.89,209K,1.6%
"Dec 26, 2019",521.02,521.83,522.43,518.95,325K,-0.77%
"Dec 27, 2019",524.22,524.23,528.06,521.1,313K,0.61%
"Dec 30, 2019",529.54,529.44,532.72,526.57,296K,1.01%
"Dec 31, 2019",524.1,524.28,526.32,519.83,338K,-1.03%
"Jan 01, 2020",524.15,524.41,528.97,521.86,166K,0.01%
"Jan 02, 2020",504.56,503.69,505.16,501.14,88K,-3.81%
"Jan 03, 2020",498.79,499.16,500.71,498.27,103K,-1.15%
"Jan 06, 2020",497.68,497.17,498.43,494.85,151K,-0.22%
"Jan 07, 2020",490.68,491.1,494.55,487.92,275K,-1.42%
"Jan 08, 2020",500.78,501.43,504.45,498.33,428K,2.04%
"Jan 09, 2020",492.66,493.26,494.62,491.79,365K,-1.64%
"Jan 10, 2020",490.45,490.56,493.93,489.08,405K,-0.45%
"Jan 13, 2020",491.62,491.66,493.86,488.7,207K,0.24%
"Jan 14, 2020",500.59,499.88,504.5,498.83,232K,1.81%
"Jan 15, 2020",492.44,492.98,494.94,490.11,227K,-1.64%
"Jan 16, 2020",499.76,499.3,502.11,496.97,136K,1.48%
"Jan 17, 2020",500.22,500.21,504.93,496.08,77K,0.09%
"Jan 20, 2020",494.76,494.33,496.37,491.88,315K,-1.1%
"Jan 21, 2020",497.91,497.18,498.94,494.03,495K,0.63%
"Jan 22, 2020",499.5,499.76,502.62,498.61,125K,0.32%
"Jan 23, 2020",496.31,495.42,501.14,492.84,71K,-0.64%
"Jan 24, 2020",497.12,497.62,499.31,496.41,400K,0.16%
"Jan 27, 2020",495.23,494.86,496.0,492.65,163K,-0.38%
"Jan 28, 2020",496.3,495.31,498.31,494.16,423K,0.22%
"Jan 29, 2020",500.66,500.68,503.44,498.1,366K,0.87%
"Jan 30, 2020",510.69,509.76,511.94,506.17,475K,1.98%
"Jan 31, 2020",503.56,503.11,507.04,500.23,234K,-1.41%
"Feb 03, 2020",517.03,517.46,522.19,512.32,347K,2.64%
"Feb 04, 2020",505.46,504.58,508.02,503.24,259K,-2.26%
"Feb 05, 2020",504.94,505.63,507.06,501.93,333K,-0.1%
"Feb 06, 2020",508.93,507.92,511.27,507.4,252K,0.79%
"Feb 07, 2020",511.06,510.54,512.1,506.96,134K,0.42%
"Feb 10, 2020",507.66,508.15,512.2,503.33,278K,-0.67%
"Feb 11, 2020",506.8,506.42,509.2,503.58,287K,-0.17%
"Feb 12, 2020",504.21,503.41,506.47,503.37,414K,-0.51%
"Feb 13, 2020",501.06,500.78,504.53,499.25,380K,-0.63%
"Feb 14, 2020",506.6,506.13,509.12,503.44,348K,1.1%
"Feb 17, 2020",509.18,509.88,512.66,506.46,101K,0.51%
"Feb 18, 2020",505.37,504.99,506.15,500.7,374K,-0.75%
"Feb 19, 2020",511.26,511.85,515.52,510.68,275K,1.16%
"Feb 20, 2020",513.56,514.37,518.42,511.51,452K,0.45%
"Feb 21, 2020",519.01,518.87,522.56,515.15,463K,1.06%
"Feb 24, 2020",523.37,524.22,528.39,520.89,74K,0.84%
"Feb 25, 2020",518.6,518.35,519.82,513.92,419K,-0.91%
"Feb 26, 2020",515.54,516.49,518.27,514.86,66K,-0.59%
"Feb 27, 2020",520.6,519.74,523.94,516.21,215K,0.98%
"Feb 28, 2020",524.84,525.24,528.12,522.66,294K,0.81%
"Mar 02, 2020",523.57,523.56,525.99,519.49,116K,-0.24%
"Mar 03, 2020",523.64,523.41,525.76,521.79,385K,0.01%
"Mar 04, 2020",529.31,529.6,530.45,527.72,53K,1.08%
"Mar 05, 2020",523.28,523.71,525.65,521.22,125K,-1.15%
"Mar 06, 2020",523.83,522.79,525.12,521.49,311K,0.1%
"Mar 09, 2020",519.15,518.46,523.1,518.13,371K,-0.9%
"Mar 10, 2020",516.93,517.37,518.42,512.13,462K,-0.43%
"Mar 11, 2020",520.87,521.22,521.67,517.22,367K,0.76%
"Mar 12, 2020",524.84,525.82,527.97,520.76,352K,0.76%
"Mar 13, 2020",526.63,527.18,529.98,526.05,227K,0.34%
"Mar 16, 2020",531.69,532.65,536.39,528.23,50K,0.96%
"Mar 17, 2020",529.46,529.89,532.74,527.66,104K,-0.42%
"Mar 18, 2020",530.91,530.48,533.09,528.87,290K,0.27%
"Mar 19, 2020",527.3,526.47,531.64,523.04,353K,-0.68%
"Mar 20, 2020",527.23,527.82,530.32,523.09,237K,-0.01%
"Mar 23, 2020",523.19,523.49,524.09,519.28,378K,-0.77%
"Mar 24, 2020",521.73,520.79,524.91,518.44,284K,-0.28%
"Mar 25, 2020",523.72,523.42,528.52,519.58,83K,0.38%
"Mar 26, 2020",516.44,517.39,518.8,511.37,136K,-1.4%
"Mar 27, 2020",526.32,526.32,528.25,525.22,427K,1.89%
"Mar 30, 2020",518.33,518.19,519.52,517.66,376K,-1.53%
"Mar 31, 2020",509.69,509.61,510.9,506.16,452K,-1.68%
"Apr 01, 2020",514.0,513.41,516.52,510.43,102K,0.84%
"Apr 02, 2020",515.73,515.46,519.01,510.6,495K,0.33%
"Apr 03, 2020",518.67,518.4,519.56,516.66,144K,0.57%
"Apr 06, 2020",521.22,520.28,526.14,519.88,55K,0.49%
"Apr 07, 2020",520.07,520.63,524.13,515.56,498K,-0.22%
"Apr 08, 2020",512.81,512.64,516.03,508.42,176K,-1.41%
"Apr 09, 2020",511.28,511.94,515.6,509.8,350K,-0.3%
"Apr 10, 2020",504.26,504.97,505.13,502.02,129K,-1.38%
"Apr 13, 2020",507.6,507.01,510.29,502.73,311K,0.66%
"Apr 14, 2020",504.22,504.53,507.58,502.0,456K,-0.67%
"Apr 15, 2020",497.59,497.54,501.8,494.0,194K,-1.32%
"Apr 16, 2020",492.59,493.34,496.56,489.3,351K,-1.01%
"Apr 17, 2020",493.05,492.49,494.77,491.53,134K,0.09%
"Apr 20, 2020",486.27,486.62,490.87,484.96,331K,-1.38%
"Apr 21, 2020",479.09,479.3,480.11,476.03,201K,-1.49%
"Apr 22, 2020",479.56,479.16,483.81,478.85,145K,0.1%
"Apr 23, 2020",478.45,477.75,483.11,475.41,190K,-0.23%
"Apr 24, 2020",474.05,474.34,475.28,472.6,130K,-0.92%
"Apr 27, 2020",468.88,469.32,472.39,466.23,455K,-1.1%
"Apr 28, 2020",469.42,469.08,470.06,468.52,228K,0.12%
"Apr 29, 2020",460.3,460.57,462.44,459.46,160K,-1.96%
"Apr 30, 2020",449.73,449.54,452.27,445.59,251K,-2.32%
"May 01, 2020",444.73,445.11,447.5,444.03,194K,-1.12%
"May 04, 2020",440.84,440.31,445.0,439.71,384K,-0.88%
"May 05, 2020",441.22,441.91,444.33,439.95,487K,0.09%
"May 06, 2020",446.84,446.46,449.22,443.17,247K,1.26%
"May 07, 2020",449.04,448.8,452.76,447.81,437K,0.49%
"May 08, 2020",446.27,445.48,450.53,445.22,304K,-0.62%
"May 11, 2020",444.82,444.13,445.35,441.53,120K,-0.33%
"May 12, 2020",438.41,438.44,442.73,437.78,360K,-1.45%
"May 13, 2020",437.7,437.29,438.48,433.52,281K,-0.16%
"May 14, 2020",434.87,435.45,438.49,431.11,342K,-0.65%
"May 15, 2020",434.33,433.48,435.86,432.09,450K,-0.12%
"May 18, 2020",427.11,426.9,428.05,425.05,248K,-1.68%
"May 19, 2020",427.03,426.75,429.14,425.24,455K,-0.02%
"May 20, 2020",432.44,431.61,435.38,428.18,387K,1.26%
"May 21, 2020",429.32,428.68,431.22,428.74,269K,-0.72%
"May 22, 2020",429.16,429.02,429.8,425.04,321K,-0.04%
"May 25, 2020",431.54,431.53,434.3,427.78,196K,0.55%
"May 26, 2020",426.62,426.46,430.51,422.41,492K,-1.15%
"May 27, 2020",425.54,425.6,427.44,423.46,350K,-0.25%
"May 28, 2020",423.67,423.83,424.92,422.99,69K,-0.44%
"May 29, 2020",423.38,422.55,425.49,421.68,196K,-0.07%
"Jun 01, 2020",419.8,419.74,420.41,418.71,330K,-0.85%
"Jun 02, 2020",420.26,421.04,423.79,416.11,75K,0.11%
"Jun 03, 2020",423.12,423.15,426.69,420.95,60K,0.68%
"Jun 04, 2020",430.9,431.2,433.61,428.37,252K,1.82%
"Jun 05, 2020",436.23,435.91,438.06,433.83,199K,1.23%
"Jun 08, 2020",448.01,448.5,451.68,443.82,247K,2.66%
"Jun 09, 2020",444.26,444.75,446.92,442.55,168K,-0.84%
"Jun 10, 2020",449.29,449.33,453.08,446.84,124K,1.13%
"Jun 11, 2020",450.64,451.5,453.66,449.24,360K,0.3%
"Jun 12, 2020",463.01,462.32,466.74,460.41,281K,2.71%
"Jun 15, 2020",458.91,458.02,461.84,454.94,140K,-0.89%
"Jun 16, 2020",454.67,455.16,456.82,452.78,193K,-0.93%
"Jun 17, 2020",451.78,452.33,456.12,447.96,316K,-0.64%
"Jun 18, 2020",440.76,440.09,443.35,439.81,82K,-2.47%
"Jun 19, 2020",438.34,437.93,441.16,436.37,116K,-0.55%
"Jun 22, 2020",434.71,433.87,436.01,430.98,82K,-0.83%
"Jun 23, 2020",435.84,435.48,438.73,435.26,415K,0.26%
"Jun 24, 2020",437.99,438.46,440.68,435.65,388K,0.49%
"Jun 25, 2020",448.32,448.35,449.51,444.13,388K,2.33%
"Jun 26, 2020",453.82,453.55,454.52,451.84,372K,1.22%
"Jun 29, 2020",451.05,450.82,453.96,447.57,351K,-0.61%
"Jun 30, 2020",446.57,445.68,450.09,445.34,264K,-1.0%
"Jul 01, 2020",449.58,449.22,452.14,448.39,339K,0.67%
"Jul 02, 2020",442.86,443.12,444.21,442.34,67K,-1.5%
"Jul 03, 2020",453.07,453.93,456.24,450.58,329K,2.28%
"Jul 06, 2020",459.89,460.53,460.68,457.18,400K,1.5%
