Date,Price,Open,High,Low,Vol.,Change %
"Apr 09, 2019",315.74,315.57,317.05,313.8,137K,3.61%
"Apr 10, 2019",315.19,315.64,317.33,314.48,444K,-0.17%
"Apr 11, 2019",316.85,317.31,317.89,316.44,259K,0.53%
"Apr 12, 2019",319.28,319.26,320.81,317.17,433K,0.76%
"Apr 15, 2019",319.16,319.47,322.21,316.56,249K,-0.04%
"Apr 16, 2019",320.89,321.21,322.8,320.32,74K,0.54%
"Apr 17, 2019",329.14,328.54,331.05,326.28,327K,2.54%
"Apr 18, 2019",326.62,326.77,328.15,324.23,246K,-0.77%
"Apr 19, 2019",318.85,319.24,320.77,316.25,271K,-2.41%
"Apr 22, 2019",314.5,314.62,317.6,312.96,477K,-1.37%
"Apr 23, 2019",318.16,318.22,319.21,316.15,255K,1.16%
"Apr 24, 2019",316.68,316.72,319.68,314.33,408K,-0.47%
"Apr 25, 2019",325.1,325.11,325.87,324.1,76K,2.63%
"Apr 26, 2019",327.91,328.28,328.57,326.59,265K,0.86%
"Apr 29, 2019",325.76,325.95,328.01,325.42,314K,-0.66%
"Apr 30, 2019",323.18,322.81,324.23,320.85,100K,-0.8%
"May 01, 2019",321.79,321.7,323.4,321.02,186K,-0.43%
"May 02, 2019",314.75,314.79,317.13,312.46,382K,-2.21%
"May 03, 2019",315.9,315.8,317.74,312.77,132K,0.37%
"May 06, 2019",318.51,318.18,318.87,315.76,107K,0.82%
"May 07, 2019",315.33,314.86,316.51,313.62,184K,-1.0%
"May 08, 2019",310.18,309.71,310.67,309.34,436K,-1.65%
"May 09, 2019",307.27,307.02,310.14,304.36,393K,-0.94%
"May 10, 2019",310.85,310.73,313.38,310.07,399K,1.16%
"May 13, 2019",313.8,314.03,316.89,312.68,195K,0.94%
"May 14, 2019",314.73,315.34,317.55,311.68,94K,0.3%
"May 15, 2019",320.66,321.17,322.35,317.76,64K,1.87%
"May 16, 2019",314.94,315.34,317.76,312.01,313K,-1.8%
"May 17, 2019",314.41,314.81,316.63,313.19,366K,-0.17%
"May 20, 2019",316.54,316.67,318.36,314.98,220K,0.68%
"May 21, 2019",319.5,319.18,320.88,317.33,287K,0.93%
"May 22, 2019",322.53,322.49,324.83,319.56,175K,0.94%
"May 23, 2019",325.3,324.84,327.36,323.2,213K,0.86%
"May 24, 2019",330.26,330.34,332.41,328.98,378K,1.51%
"May 27, 2019",333.23,332.6,334.77,330.18,373K,0.9%
"May 28, 2019",329.23,328.82,331.75,328.47,62K,-1.21%
"May 29, 2019",327.78,328.06,328.35,324.69,474K,-0.44%
"May 30, 2019",321.92,321.63,324.34,320.46,171K,-1.8%
"May 31, 2019",325.66,325.56,328.13,322.96,458K,1.16%
"Jun 03, 2019",330.16,330.6,332.03,327.14,280K,1.37%
"Jun 04, 2019",325.96,325.36,327.06,323.74,274K,-1.28%
"Jun 05, 2019",324.79,324.17,326.64,323.49,252K,-0.36%
"Jun 06, 2019",318.77,318.43,319.44,315.93,465K,-1.87%
"Jun 07, 2019",318.54,318.77,319.68,316.72,143K,-0.07%
"Jun 10, 2019",315.84,315.51,317.36,313.84,325K,-0.85%
"Jun 11, 2019",312.0,312.45,314.2,310.08,193K,-1.22%
"Jun 12, 2019",312.1,311.92,312.94,311.63,461K,0.03%
"Jun 13, 2019",318.82,318.55,319.6,316.64,126K,2.13%
"Jun 14, 2019",321.82,321.47,323.9,321.47,354K,0.93%
"Jun 17, 2019",321.12,321.21,323.4,319.46,239K,-0.22%
"Jun 18, 2019",321.14,321.6,321.7,320.36,347K,0.01%
"Jun 19, 2019",328.04,327.92,328.47,325.79,120K,2.13%
"Jun 20, 2019",332.81,332.48,333.59,329.74,227K,1.44%
"Jun 21, 2019",331.88,331.77,334.9,328.81,98K,-0.28%
"Jun 24, 2019",333.91,334.45,336.27,332.3,485K,0.61%
"Jun 25, 2019",330.46,330.24,333.53,329.92,146K,-1.04%
"Jun 26, 2019",330.75,330.96,333.06,327.66,496K,0.09%
"Jun 27, 2019",333.74,333.52,336.98,332.48,238K,0.9%
"Jun 28, 2019",337.71,337.95,339.39,336.05,82K,1.18%
"Jul 01, 2019",335.54,336.06,337.69,334.16,57K,-0.64%
"Jul 02, 2019",339.47,339.6,341.64,336.73,319K,1.16%
"Jul 03, 2019",340.23,340.83,340.58,337.04,326K,0.22%
"Jul 04, 2019",339.35,339.49,339.77,336.19,286K,-0.26%
"Jul 05, 2019",346.76,347.42,347.56,344.06,79K,2.16%
"Jul 08, 2019",345.6,345.91,347.53,342.81,199K,-0.34%
"Jul 09, 2019",341.62,341.82,343.28,338.59,211K,-1.16%
"Jul 10, 2019",339.3,339.75,341.29,336.72,367K,-0.68%
"Jul 11, 2019",342.23,341.56,345.03,340.45,238K,0.86%
"Jul 12, 2019",338.73,338.41,341.58,338.24,307K,-1.03%
"Jul 15, 2019",342.04,341.66,345.39,341.46,178K,0.97%
"Jul 16, 2019",339.05,338.52,341.09,336.49,376K,-0.88%
"Jul 17, 2019",338.97,339.57,340.37,335.79,71K,-0.02%
"Jul 18, 2019",347.53,347.01,348.84,347.16,494K,2.49%
"Jul 19, 2019",344.37,344.05,345.77,342.41,338K,-0.91%
"Jul 22, 2019",337.01,336.79,338.33,336.61,116K,-2.16%
"Jul 23, 2019",342.32,342.49,343.87,340.56,372K,1.56%
"Jul 24, 2019",337.29,337.65,337.86,336.61,403K,-1.48%
"Jul 25, 2019",334.49,334.63,336.73,332.49,404K,-0.83%
"Jul 26, 2019",337.39,337.72,339.45,335.9,171K,0.86%
"Jul 29, 2019",340.16,340.02,341.91,338.39,481K,0.82%
"Jul 30, 2019",331.59,332.24,332.16,328.93,57K,-2.55%
"Jul 31, 2019",330.54,330.1,331.14,329.5,220K,-0.32%
"Aug 01, 2019",333.85,333.72,335.82,330.68,96K,1.0%
"Aug 02, 2019",341.59,342.04,342.04,339.29,223K,2.29%
"Aug 05, 2019",337.17,336.82,339.7,336.43,75K,-1.3%
"Aug 06, 2019",341.36,341.7,344.75,339.49,340K,1.23%
"Aug 07, 2019",339.08,338.9,341.24,335.93,78K,-0.67%
"Aug 08, 2019",343.2,342.75,345.77,340.4,327K,1.21%
"Aug 09, 2019",339.49,339.36,341.18,336.43,155K,-1.08%
"Aug 12, 2019",338.84,339.23,341.21,336.3,130K,-0.19%
"Aug 13, 2019",340.49,339.96,342.83,337.59,206K,0.49%
"Aug 14, 2019",344.29,344.31,347.19,343.05,338K,1.11%
"Aug 15, 2019",346.66,347.0,349.23,345.26,310K,0.69%
"Aug 16, 2019",345.24,345.59,347.91,342.21,356K,-0.41%
"Aug 19, 2019",343.54,343.39,345.61,341.48,463K,-0.49%
"Aug 20, 2019",350.54,350.5,352.42,347.97,141K,2.02%
"Aug 21, 2019",351.82,352.33,353.63,349.37,236K,0.36%
"Aug 22, 2019",350.2,349.79,351.78,348.51,169K,-0.46%
"Aug 23, 2019",352.49,353.18,353.69,351.81,313K,0.65%
"Aug 26, 2019",355.12,355.01,355.59,354.44,177K,0.75%
"Aug 27, 2019",350.09,349.77,352.55,347.89,301K,-1.43%
"Aug 28, 2019",352.18,351.48,355.38,349.9,420K,0.59%
"Aug 29, 2019",346.6,346.08,349.85,344.75,297K,-1.6%
"Aug 30, 2019",344.35,344.71,346.5,342.38,427K,-0.65%
"Sep 02, 2019",340.84,341.05,341.47,337.62,325K,-1.02%
"Sep 03, 2019",340.56,340.22,343.6,338.93,441K,-0.08%
"Sep 04, 2019",339.13,339.71,341.75,337.53,468K,-0.42%
"Sep 05, 2019",338.59,339.04,339.69,336.58,278K,-0.16%
"Sep 06, 2019",331.8,331.5,334.54,329.72,405K,-2.02%
"Sep 09, 2019",331.73,331.5,333.47,331.21,260K,-0.02%
"Sep 10, 2019",327.93,327.51,330.88,326.42,367K,-1.15%
"Sep 11, 2019",336.47,336.66,337.56,335.58,66K,2.57%
"Sep 12, 2019",335.2,335.47,337.95,334.72,485K,-0.38%
"Sep 13, 2019",334.45,334.31,336.92,333.54,452K,-0.22%
"Sep 16, 2019",337.22,337.54,337.6,336.71,451K,0.82%
"Sep 17, 2019",342.36,343.04,344.44,341.28,176K,1.51%
"Sep 18, 2019",338.16,338.31,340.68,335.3,177K,-1.24%
"Sep 19, 2019",340.5,340.71,341.32,337.79,231K,0.69%
"Sep 20, 2019",344.35,344.17,346.34,341.5,446K,1.12%
"Sep 23, 2019",345.25,344.58,346.54,342.8,436K,0.26%
"Sep 24, 2019",346.09,346.72,348.6,343.73,180K,0.24%
"Sep 25, 2019",344.35,344.73,346.37,343.42,293K,-0.5%
"Sep 26, 2019",343.34,343.61,345.6,341.02,263K,-0.29%
"Sep 27, 2019",343.14,342.49,343.71,341.95,342K,-0.06%
"Sep 30, 2019",341.74,342.09,342.5,341.1,146K,-0.41%
"Oct 01, 2019",345.3,345.54,347.36,342.2,88K,1.04%
"Oct 02, 2019",342.21,342.3,343.11,338.79,62K,-0.9%
"Oct 03, 2019",345.65,345.82,347.55,344.96,221K,1.0%
"Oct 04, 2019",350.95,351.54,353.48,348.19,475K,1.52%
"Oct 07, 2019",352.59,351.9,355.51,349.55,358K,0.47%
"Oct 08, 2019",345.93,345.45,346.72,343.39,387K,-1.91%
"Oct 09, 2019",348.47,349.02,351.15,345.57,475K,0.73%
"Oct 10, 2019",346.22,345.54,347.7,345.23,239K,-0.65%
"Oct 11, 2019",344.42,344.98,346.87,342.95,263K,-0.52%
"Oct 14, 2019",346.01,345.36,346.8,343.07,211K,0.46%
"Oct 15, 2019",350.45,350.84,352.42,348.79,131K,1.28%
"Oct 16, 2019",344.31,344.85,347.25,341.51,394K,-1.77%
"Oct 17, 2019",344.73,344.89,345.41,341.9,458K,0.12%
"Oct 18, 2019",352.58,352.78,355.56,350.95,416K,2.25%
"Oct 21, 2019",348.55,347.93,350.32,347.15,71K,-1.15%
"Oct 22, 2019",348.0,347.59,350.92,345.6,184K,-0.16%
"Oct 23, 2019",345.85,346.41,349.18,344.77,316K,-0.62%
"Oct 24, 2019",348.75,349.2,349.6,347.89,197K,0.83%
"Oct 25, 2019",344.19,343.58,346.62,343.59,117K,-1.32%
"Oct 28, 2019",338.5,338.92,339.55,337.02,292K,-1.67%
"Oct 29, 2019",341.82,341.71,342.57,339.07,284K,0.98%
"Oct 30, 2019",342.92,343.0,345.2,341.8,369K,0.32%
"Oct 31, 2019",338.68,338.15,339.35,335.62,499K,-1.24%
"Nov 01, 2019",338.63,338.49,340.38,335.79,341K,-0.02%
"Nov 04, 2019",334.09,334.0,336.33,333.25,192K,-1.35%
"Nov 05, 2019",337.69,337.92,339.55,337.09,480K,1.07%
"Nov 06, 2019",338.93,339.15,341.4,335.75,307K,0.37%
"Nov 07, 2019",336.48,336.55,339.24,334.06,340K,-0.73%
"Nov 08, 2019",334.54,333.91,337.5,333.09,210K,-0.58%
"Nov 11, 2019",333.06,332.6,335.07,332.54,253K,-0.45%
"Nov 12, 2019",329.34,328.89,330.49,327.74,238K,-1.12%
"Nov 13, 2019",334.43,334.95,336.3,333.56,471K,1.53%
"Nov 14, 2019",338.94,339.48,340.46,338.36,414K,1.34%
"Nov 15, 2019",337.65,338.06,338.67,335.85,90K,-0.38%
"Nov 18, 2019",336.68,336.25,338.62,335.56,191K,-0.29%
"Nov 19, 2019",332.75,333.2,333.15,331.41,75K,-1.18%
"Nov 20, 2019",332.36,331.95,334.51,331.05,282K,-0.12%
"Nov 21, 2019",334.36,334.43,337.16,332.57,175K,0.6%
"Nov 22, 2019",338.93,339.25,342.32,337.44,83K,1.36%
"Nov 25, 2019",335.81,335.21,338.93,334.13,397K,-0.93%
"Nov 26, 2019",329.84,329.97,330.44,328.44,91K,-1.79%
"Nov 27, 2019",326.4,326.08,327.21,324.62,172K,-1.05%
"Nov 28, 2019",328.6,328.6,329.34,325.97,397K,0.67%
"Nov 29, 2019",328.64,328.49,330.62,327.41,280K,0.01%
"Dec 02, 2019",332.45,332.7,332.92,330.27,417K,1.15%
"Dec 03, 2019",332.8,332.79,335.94,329.86,236K,0.11%
"Dec 04, 2019",338.97,338.7,339.5,338.18,416K,1.84%
"Dec 05, 2019",333.31,333.86,334.82,330.52,292K,-1.68%
"Dec 06, 2019",324.5,325.09,327.43,322.83,89K,-2.68%
"Dec 09, 2019",329.56,329.96,332.71,328.41,262K,1.55%
"Dec 10, 2019",326.89,326.99,328.58,325.52,299K,-0.82%
"Dec 11, 2019",327.58,328.08,329.35,324.78,325K,0.21%
"Dec 12, 2019",328.26,328.39,330.47,325.55,467K,0.21%
"Dec 13, 2019",329.64,329.18,331.18,326.78,132K,0.42%
"Dec 16, 2019",328.12,327.49,329.41,325.06,322K,-0.46%
"Dec 17, 2019",324.9,325.19,327.39,322.48,388K,-0.99%
"Dec 18, 2019",321.43,321.75,323.47,319.73,450K,-1.08%
"Dec 19, 2019",323.76,324.31,325.49,321.03,286K,0.72%
"Dec 20, 2019",326.72,327.14,327.34,326.3,146K,0.91%
"Dec 23, 2019",326.02,326.2,326.54,324.81,417K,-0.22%
"Dec 24, 2019",324.08,323.67,325.89,322.54,457K,-0.6%
"Dec 25, 2019",326.31,326.43,328.45,325.04,97K,0.69%
"Dec 26, 2019",321.22,321.14,323.45,319.27,153K,-1.57%
"Dec 27, 2019",328.38,328.03,331.36,326.49,442K,2.2%
"Dec 30, 2019",330.22,330.62,332.98,329.56,267K,0.56%
"Dec 31, 2019",329.84,329.38,330.59,328.68,126K,-0.12%
"Jan 01, 2020",333.06,333.24,335.78,331.5,340K,0.97%
"Jan 02, 2020",335.58,335.73,337.96,335.1,256K,0.75%
"Jan 03, 2020",336.65,336.39,339.5,335.3,485K,0.32%
"Jan 06, 2020",329.92,329.83,332.76,327.81,150K,-2.02%
"Jan 07, 2020",331.62,331.11,332.98,328.44,212K,0.51%
"Jan 08, 2020",337.17,336.53,338.31,334.99,124K,1.66%
"Jan 09, 2020",335.32,334.67,337.33,334.76,72K,-0.55%
"Jan 10, 2020",339.08,338.64,340.33,335.83,173K,1.11%
"Jan 13, 2020",342.47,342.97,343.89,339.61,418K,0.99%
"Jan 14, 2020",343.78,343.81,344.34,342.85,170K,0.38%
"Jan 15, 2020",344.63,344.11,348.05,342.32,363K,0.25%
"Jan 16, 2020",346.97,347.53,348.28,344.08,286K,0.68%
"Jan 17, 2020",348.77,348.87,351.57,347.84,283K,0.52%
"Jan 20, 2020",356.31,355.64,359.86,354.54,401K,2.14%
"Jan 21, 2020",360.34,360.72,363.84,358.52,327K,1.12%
"Jan 22, 2020",363.37,363.33,365.81,360.7,121K,0.84%
"Jan 23, 2020",367.84,367.89,369.99,366.4,149K,1.22%
"Jan 24, 2020",370.94,371.11,372.34,370.11,294K,0.84%
"Jan 27, 2020",362.76,362.18,365.94,361.59,430K,-2.23%
"Jan 28, 2020",362.52,363.17,363.98,360.89,118K,-0.07%
"Jan 29, 2020",360.27,359.92,360.98,357.8,98K,-0.62%
"Jan 30, 2020",361.79,361.97,363.11,360.95,282K,0.42%
"Jan 31, 2020",359.8,360.31,361.18,358.03,134K,-0.55%
"Feb 03, 2020",362.36,362.12,365.07,361.64,497K,0.71%
"Feb 04, 2020",360.9,361.09,361.81,358.12,51K,-0.4%
"Feb 05, 2020",367.93,368.65,369.34,366.41,251K,1.93%
"Feb 06, 2020",374.89,375.42,375.52,374.3,123K,1.88%
"Feb 07, 2020",369.19,369.61,372.38,366.74,356K,-1.53%
"Feb 10, 2020",370.73,370.64,373.52,370.2,333K,0.42%
"Feb 11, 2020",369.07,369.0,370.89,366.68,413K,-0.45%
"Feb 12, 2020",370.32,370.3,372.12,368.07,303K,0.34%
"Feb 13, 2020",372.94,373.22,373.87,371.92,135K,0.71%
"Feb 14, 2020",367.95,367.43,369.59,365.13,73K,-1.35%
"Feb 17, 2020",364.25,364.78,367.59,362.92,374K,-1.01%
"Feb 18, 2020",361.08,360.38,361.89,358.44,247K,-0.87%
"Feb 19, 2020",359.11,358.64,361.94,357.44,149K,-0.55%
"Feb 20, 2020",357.27,357.24,357.78,356.19,163K,-0.51%
"Feb 21, 2020",360.63,360.27,362.0,357.11,117K,0.94%
"Feb 24, 2020",361.73,361.54,364.85,358.4,177K,0.3%
"Feb 25, 2020",358.5,358.26,360.29,357.93,406K,-0.9%
"Feb 26, 2020",357.45,357.12,360.07,356.5,329K,-0.29%
"Feb 27, 2020",348.46,348.3,349.14,347.73,494K,-2.55%
"Feb 28, 2020",356.51,356.51,359.06,354.35,285K,2.28%
"Mar 02, 2020",354.47,354.44,357.44,353.21,284K,-0.57%
"Mar 03, 2020",355.79,356.23,358.72,355.43,136K,0.37%
"Mar 04, 2020",357.68,357.41,359.45,355.5,313K,0.53%
"Mar 05, 2020",356.42,356.11,359.67,355.57,323K,-0.35%
"Mar 06, 2020",345.12,345.12,347.25,341.91,142K,-3.22%
"Mar 09, 2020",341.61,340.99,344.47,339.87,89K,-1.02%
"Mar 10, 2020",341.65,341.11,342.64,339.25,215K,0.01%
"Mar 11, 2020",340.28,340.69,341.26,338.48,127K,-0.4%
"Mar 12, 2020",341.79,341.78,344.45,338.72,276K,0.44%
"Mar 13, 2020",341.13,340.54,343.46,338.85,286K,-0.19%
"Mar 16, 2020",346.66,346.58,349.11,343.43,323K,1.61%
"Mar 17, 2020",341.94,341.8,343.01,339.91,321K,-1.37%
"Mar 18, 2020",341.59,341.24,343.16,339.53,353K,-0.1%
"Mar 19, 2020",337.0,336.83,338.12,334.63,153K,-1.35%
"Mar 20, 2020",339.74,339.32,340.29,339.25,378K,0.81%
"Mar 23, 2020",334.53,334.46,335.48,331.43,286K,-1.55%
"Mar 24, 2020",326.56,326.44,329.82,325.72,246K,-2.41%
"Mar 25, 2020",319.23,319.37,320.22,317.06,341K,-2.27%
"Mar 26, 2020",316.24,316.8,317.01,313.65,275K,-0.94%
"Mar 27, 2020",320.42,320.02,322.75,318.0,286K,1.31%
"Mar 30, 2020",320.83,320.73,322.89,320.23,60K,0.13%
"Mar 31, 2020",320.06,320.14,322.53,319.23,410K,-0.24%
"Apr 01, 2020",318.2,318.26,320.39,315.06,240K,-0.58%
"Apr 02, 2020",312.12,312.32,313.05,309.41,283K,-1.93%
"Apr 03, 2020",306.9,306.62,308.59,305.7,225K,-1.68%
"Apr 06, 2020",303.63,303.79,304.41,301.46,298K,-1.07%
"Apr 07, 2020",299.37,299.02,300.36,298.86,74K,-1.41%
"Apr 08, 2020",296.43,295.98,299.36,295.56,222K,-0.99%
"Apr 09, 2020",291.38,291.77,293.58,290.76,350K,-1.72%
"Apr 10, 2020",290.45,290.42,292.79,288.05,472K,-0.32%
"Apr 13, 2020",287.61,287.49,287.97,285.12,432K,-0.98%
"Apr 14, 2020",289.43,289.93,290.72,288.97,483K,0.63%
"Apr 15, 2020",290.99,291.23,292.73,289.14,401K,0.54%
"Apr 16, 2020",292.13,292.33,292.81,290.3,334K,0.39%
"Apr 17, 2020",292.34,291.98,294.87,291.22,240K,0.07%
"Apr 20, 2020",285.7,285.37,286.35,283.87,105K,-2.3%
"Apr 21, 2020",292.0,291.98,293.97,291.38,162K,2.18%
"Apr 22, 2020",290.44,290.61,292.17,290.04,172K,-0.54%
"Apr 23, 2020",291.89,291.76,294.41,289.84,242K,0.5%
"Apr 24, 2020",293.36,292.84,294.47,290.97,324K,0.5%
"Apr 27, 2020",288.32,288.53,289.35,285.63,328K,-1.73%
"Apr 28, 2020",285.6,285.91,288.06,283.29,254K,-0.95%
"Apr 29, 2020",285.05,285.56,285.9,282.56,173K,-0.19%
"Apr 30, 2020",279.01,278.91,281.16,276.29,75K,-2.14%
"May 01, 2020",276.84,276.57,277.59,274.19,494K,-0.78%
"May 04, 2020",268.35,268.81,270.74,266.9,472K,-3.11%
"May 05, 2020",267.29,267.52,269.57,266.32,132K,-0.4%
"May 06, 2020",270.52,270.05,272.71,270.21,322K,1.2%
"May 07, 2020",269.96,270.05,271.42,267.64,183K,-0.21%
"May 08, 2020",264.69,264.19,265.03,263.7,137K,-1.97%
"May 11, 2020",262.06,261.78,262.64,260.75,357K,-1.0%
"May 12, 2020",262.58,262.13,263.92,261.08,403K,0.2%
"May 13, 2020",261.34,261.03,261.7,260.42,232K,-0.47%
"May 14, 2020",261.54,261.53,261.96,259.49,76K,0.08%
"May 15, 2020",260.19,259.98,260.75,258.32,230K,-0.52%
"May 18, 2020",256.3,255.88,257.16,254.63,289K,-1.51%
"May 19, 2020",255.17,255.15,257.15,253.04,451K,-0.44%
"May 20, 2020",254.54,254.75,254.9,253.09,345K,-0.25%
"May 21, 2020",256.81,256.35,259.34,254.55,369K,0.89%
"May 22, 2020",254.68,255.07,255.57,252.87,141K,-0.83%
"May 25, 2020",254.28,254.43,255.26,251.99,374K,-0.16%
"May 26, 2020",252.14,252.16,252.96,249.7,275K,-0.84%
"May 27, 2020",257.22,257.12,258.87,255.47,419K,1.99%
"May 28, 2020",253.43,253.32,253.73,252.3,147K,-1.49%
"May 29, 2020",250.77,250.6,251.23,248.6,281K,-1.06%
"Jun 01, 2020",248.29,247.91,248.76,248.03,144K,-0.99%
"Jun 02, 2020",252.03,251.6,253.79,250.13,178K,1.49%
"Jun 03, 2020",256.03,255.83,257.05,253.52,424K,1.58%
"Jun 04, 2020",255.57,255.74,256.84,253.08,359K,-0.18%
"Jun 05, 2020",259.08,258.86,261.56,258.05,377K,1.36%
"Jun 08, 2020",260.18,260.5,260.9,259.14,80K,0.42%
"Jun 09, 2020",262.35,262.22,262.78,261.86,377K,0.83%
"Jun 10, 2020",259.65,259.79,260.94,257.27,271K,-1.03%
"Jun 11, 2020",260.27,260.2,260.91,258.55,256K,0.24%
"Jun 12, 2020",265.84,265.84,266.46,265.31,235K,2.12%
"Jun 15, 2020",270.36,270.09,271.63,269.6,433K,1.69%
"Jun 16, 2020",272.93,272.95,274.85,270.78,129K,0.95%
"Jun 17, 2020",275.97,275.54,276.85,275.42,416K,1.11%
"Jun 18, 2020",283.62,283.49,286.14,282.52,467K,2.74%
"Jun 19, 2020",286.26,286.2,287.48,284.07,125K,0.92%
"Jun 22, 2020",284.35,284.58,287.03,281.62,499K,-0.67%
"Jun 23, 2020",288.34,288.23,289.91,286.75,495K,1.39%
"Jun 24, 2020",288.28,288.47,290.45,287.25,329K,-0.02%
"Jun 25, 2020",290.01,289.63,292.51,287.81,170K,0.6%
"Jun 26, 2020",290.56,290.01,292.24,288.1,243K,0.19%
"Jun 29, 2020",288.48,288.48,290.97,285.79,126K,-0.72%
"Jun 30, 2020",289.63,289.6,290.91,288.93,104K,0.4%
"Jul 01, 2020",292.9,293.1,294.16,290.12,366K,1.12%
"Jul 02, 2020",295.47,295.25,297.88,294.14,310K,0.87%
"Jul 03, 2020",297.21,296.66,298.16,296.28,303K,0.59%
"Jul 06, 2020",296.74,297.0,298.95,295.85,161K,-0.16%
